symbol,datestart,dateend,start,end,opening,closing,highest,lowest,volume,pvolume,svolume,amount,pamount,samount,nmatches,BBAND20UP,BBAND20DOWN,EMA20,EMA50,EMA100,MACD,MACDSIGNAL,MACDHISTOG,ROCP5,ROCP10,ROCP20,RSI6,RSI12,RSI24,SMA5,SMA10,SMA20,SMA50,SMA200,ASKS1P,ASKS1S,ASKS2P,ASKS2S,ASKS3P,ASKS3S,ASKS4P,ASKS4S,ASKS5P,ASKS5S,BIDS1P,BIDS1S,BIDS2P,BIDS2S,BIDS3P,BIDS3S,BIDS4P,BIDS4S,BIDS5P,BIDS5S
BCHSV-BTC,2019-08-19T00:44:50,2019-08-19T00:47:09,1566175490,1566175629,0,0.013222,0.013222,0,95.43451253,30.45076781,64.98374472,1.2619332336685,0.40264593928955,0.85928729437895,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0.013235,0.0099941,0.013236,0.12619595,0.013241,1.6077,0.013248,0.3747542,0.013249,0.03804701,0.013209,1.76,0.013208,14.95437532,0.013196,3.66285185,0.013189,18.95524324,0.013149,0.00979837
BCHSV-BTC,2019-08-19T00:47:09,2019-08-18T22:48:51,1566175629,1566168531,0.013222,0.013219,0.013219,0.013213,98.23227364,37.59316351,60.63911013,1.29849299082968,0.49693361682677,0.80155937400291,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0.01323,0.12619595,0.013244,0.3747542,0.013247,0.37566703,0.013249,0.03804701,0.01325,1.6077,0.013208,10,0.013195,14.50627721,0.01319,3.66457114,0.013186,3.79195126,0.01315,17
BCHSV-BTC,2019-08-18T22:48:51,2019-08-18T22:50:34,1566168531,1566168634,0.013219,0.013221,0.013221,0.013217,94.81876558,45.73257304,49.08619254,1.25363482878006,0.60464190334003,0.64899292544003,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0.013237,0.12619595,0.013245,1.6077,0.013249,0.03804701,0.01325,0.3747542,0.013253,0.37566703,0.013205,1.76,0.013197,3.66242226,0.013195,14.50627721,0.013191,3.79051822,0.01315,17
BCHSV-BTC,2019-08-18T22:50:34,2019-08-18T22:52:38,1566168634,1566168758,0.013221,0.013214,0.013229,0.013214,88.77952606,40.63609974,48.14342632,1.17376843954282,0.53725902864518,0.63650941089764,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0.013229,1.60037201,0.013236,10,0.013242,0.3747542,0.013244,0.37566703,0.013249,0.03804701,0.0132,10,0.013195,14.50627721,0.013189,0.66883403,0.013186,3.66557479,0.013182,18.96515954
BCHSV-BTC,2019-08-18T22:52:38,2019-08-18T22:54:31,1566168758,1566168871,0.013214,0.013209,0.013212,0.013209,89.94618902,34.75305865,55.19313037,1.18844873851803,0.45922301657032,0.72922572194771,100,-1,-1,-1,-1,-1,-1,-1,-1,-0.09832098018453428,-1,-1,0,0,0,0.013217000000000001,0,0,0,0,0.013224,1.6042,0.013227,10,0.013233,0.3747542,0.013236,0.37566703,0.013246,3.94250887,0.013195,14.50627721,0.013186,3.66557479,0.013179,0.56019593,0.013173,3.79553859,0.01315,17
BCHSV-BTC,2019-08-18T22:54:31,2019-08-18T22:56:51,1566168871,1566169011,0.013209,0.013213,0.013213,0.013207,99.61721565,43.44208288,56.17513277,1.31591379408387,0.57386378258732,0.74205001149655,100,-1,-1,-1,-1,-1,-1,-1,-1,-0.04538921249715608,-1,-1,0,0,0,0.013215200000000002,0,0,0,0,0.013231,10,0.013236,0.3747542,0.013238,0.37566703,0.013245,1.23749999,0.013247,2.70500888,0.013196,1.76,0.013195,14.50627721,0.013178,3.79406678,0.013176,14.32260634,0.013172,3.79596952
BCHSV-BTC,2019-08-18T22:56:51,2019-08-18T22:58:41,1566169011,1566169121,0.013213,0.013228,0.013228,0.013211,86.94000058,22.50007858,64.439922,1.14886334369856,0.29733259634604,0.85153074735252,100,-1,-1,-1,-1,-1,-1,-1,-1,0.05294607064518616,-1,-1,58.333333333334544,0,0,0.013217000000000003,0,0,0,0,0.013245,1.597,0.013249,0.03804701,0.01325,0.3747542,0.013252,0.37566703,0.013262,2.70500888,0.013212,1.76,0.013197,13.7887614,0.013195,14.50627721,0.013191,15.16185277,0.01319,3.79066148
BCHSV-BTC,2019-08-18T22:58:41,2019-08-18T23:00:52,1566169121,1566169252,0.013228,0.013228,0.013228,0.013221,110.25972888,47.76694762,62.49278126,1.45828911372834,0.63174331969503,0.82654579403331,100,-1,-1,-1,-1,-1,-1,-1,-1,0.1059482367186327,-1,-1,58.333333333334544,0,0,0.013218400000000005,0,0,0,0,0.013245,1.597,0.013249,0.03804701,0.013251,0.3747542,0.013252,0.37566703,0.013264,3.94250887,0.013212,1.76,0.013209,10,0.013197,3.78861821,0.013195,14.50627721,0.013191,3.79037498
BCHSV-BTC,2019-08-18T23:00:52,2019-08-18T23:02:43,1566169252,1566169363,0.013228,0.013224,0.013224,0.013216,94.4864131,26.66425203,67.82216107,1.24954912090951,0.35261206379984,0.89693705710967,100,-1,-1,-1,-1,-1,-1,-1,-1,0.11355893708834422,-1,-1,50.28735632183911,0,0,0.013220400000000004,0,0,0,0,0.013236,1.597,0.013237,10,0.013249,0.41280121,0.013251,0.37566703,0.013261,2.70500888,0.013212,1.76,0.013198,10,0.013196,3.7890478,0.013195,14.50627721,0.013189,3.79094802
BCHSV-BTC,2019-08-18T23:02:43,2019-08-18T23:04:30,1566169363,1566169470,0.013224,0.013215,0.013215,0.013213,94.77233518,42.66557875,52.10675643,1.2527467726772,0.56401760125037,0.68872917142683,100,-1,-1,-1,-1,-1,-1,-1,-1,0.015136607886161588,-0.05294206625321481,-1,36.641541038525716,0,0,0.013221600000000005,0.0132193,0,0,0,0.013231,10,0.01324,0.3747542,0.013242,0.37566703,0.013249,0.03804701,0.013251,16,0.0132,1.76,0.013199,11.88052482,0.013187,3.79162733,0.01318,3.79367233,0.01315,17
BCHSV-BTC,2019-08-18T23:04:30,2019-08-18T23:06:41,1566169470,1566169601,0.013215,0.013216,0.013216,0.013214,93.90437334,37.12810675,56.77626659,1.24116159305146,0.49075659041723,0.75040500263423,100,-1,-1,-1,-1,-1,-1,-1,-1,-0.09071666162685106,-0.02269460624857804,-1,38.85386356288579,0,0,0.013222200000000007,0.0132187,0,0,0,0.013233,1.597,0.01324,0.3747542,0.013242,0.37566703,0.013249,0.03804701,0.013251,18.70500888,0.013199,11.88052482,0.013191,10,0.013187,3.79162733,0.01318,3.79352885,0.01315,17
BCHSV-BTC,2019-08-18T23:06:41,2019-08-18T23:09:04,1566169601,1566169744,0.013216,0.013231,0.013231,0.013199,97.04623694,40.00868233,57.03755461,1.28333002859133,0.5290686793365,0.75426134925483,100,-1,-1,-1,-1,-1,-1,-1,-1,0.022679165406709487,0.07563724377883362,-1,62.45284891800657,0,0,0.013222800000000003,0.013219899999999998,0,0,0,0.013248,10,0.013249,0.41280121,0.013251,16.37566703,0.013262,2.70500888,0.013266,0.07609401,0.013214,1.76,0.013199,11.21955635,0.01319,3.79080474,0.01315,17,0.013149,0.00979837
BCHSV-BTC,2019-08-18T23:09:04,2019-08-18T23:11:00,1566169744,1566169860,0.013231,0.013226,0.013226,0.013223,98.31160952,23.23555617,75.07605335,1.30062523891362,0.3074140582562,0.99321118065742,100,-1,-1,-1,-1,-1,-1,-1,-1,0.015124016938900978,0.09081277433025471,-1,54.100883981701486,52.85714285714321,0,0.013222400000000004,0.013220399999999997,0,0,0,0.013243,1.597,0.013246,10,0.013249,0.03804701,0.013252,0.3747542,0.013255,0.37566703,0.01321,1.76,0.013207,10,0.0132,3.78790246,0.013199,11.21955635,0.013193,3.78994531
BCHSV-BTC,2019-08-18T23:11:00,2019-08-18T23:13:33,1566169860,1566170013,0.013226,0.013213,0.013213,0.013193,130.0593785,47.84164003,82.21773847,1.71851846687805,0.63238231934174,1.08613614753631,100,-1,-1,-1,-1,-1,-1,-1,-1,-0.015134317063931374,0.030282383223563716,-1,38.173279202089375,43.95248380129675,0,0.013220200000000005,0.013220299999999996,0,0,0,0.013229,1.76,0.013233,10,0.013239,0.3747542,0.013245,0.37566703,0.013249,0.03804701,0.013198,6.74764397,0.013192,10,0.01319,3.79062376,0.013184,3.79252477,0.013177,0.56270801
BCHSV-BTC,2019-08-18T23:13:33,2019-08-18T23:15:30,1566170013,1566170130,0.013213,0.013214,0.013214,0.013213,97.27322631,45.30764972,51.96557659,1.2854909530585,0.5987510625073,0.6867398905512,100,-1,-1,-1,-1,-1,-1,-1,-1,-0.015133171912834939,0.007568303943080794,-1,39.80902341650816,44.733785091965416,0,0.013220000000000004,0.013220799999999996,0,0,0,0.013236,10,0.01324,0.3747542,0.013244,16.37566703,0.013249,0.03804701,0.013254,2.70500888,0.013198,5.00604397,0.013188,3.79119716,0.013181,15.17335558,0.01318,3.79352885,0.013177,0.56270801
BCHSV-BTC,2019-08-18T23:15:30,2019-08-18T23:17:30,1566170130,1566170250,0.013214,0.013211,0.013211,0.013208,89.59966092,29.87591173,59.72374919,1.18378037284317,0.39471975747939,0.78906061536378,100,-1,-1,-1,-1,-1,-1,-1,-1,-0.15116015418335113,-0.12851527063803792,-1,36.3471437384529,42.78199538774944,0,0.013219000000000003,0.013220599999999996,0,0,0,0.013228,1.76,0.013231,10,0.013235,0.3747542,0.013238,0.37566703,0.013244,16,0.013191,14.19107565,0.01319,10,0.013183,3.79263143,0.013178,3.79410284,0.01315,17
BCHSV-BTC,2019-08-18T23:17:30,2019-08-18T23:19:52,1566170250,1566170392,0.013211,0.013194,0.013194,0.013193,104.19460305,51.37968554,52.81491751,1.375570427801,0.67828481121265,0.69728561658835,100,-1,-1,-1,-1,-1,-1,-1,-1,-0.24194767881444915,-0.25703054127607583,-1,22.84054845971346,33.694031694533464,0,0.0132116,0.013217199999999998,0,0,0,0.013218,0.3747542,0.01322,0.37566703,0.013223,16,0.013231,1.23749999,0.013237,2.70500888,0.013184,1.7416,0.013171,10,0.013166,3.79780379,0.01316,15.19756838,0.013158,3.79985235
BCHSV-BTC,2019-08-18T23:19:52,2019-08-18T23:21:48,1566170392,1566170508,0.013194,0.013207,0.013207,0.013194,93.61608533,44.469594,49.14649133,1.23584543256455,0.5870087675838,0.64883666498075,100,-1,-1,-1,-1,-1,-1,-1,-1,-0.045409823658524154,-0.12855414398063864,-1,42.461154534164535,43.67533310853548,0,0.0132078,0.013215099999999999,0,0,0,0.013228,0.3747542,0.01323,10,0.013231,0.37566703,0.013242,2.70500888,0.013243,1.23749999,0.01319,10,0.013186,1.7416,0.013176,3.79464123,0.013172,11.11116293,0.01317,3.79640056
